req	id	src_section	src_lines	kind	actor	condition	obligation	exceptions	dest	a1_dest	disposition	multi_actor	tag	note	text
REQ-175	S3-003	Task Status Endpoint	654-655	keyword	PEP	PEP receives task.status `partial`	MUST consult `task.items[].status` for per-item outcomes and MUST NOT infer aggregate access permission	Status is only valid for tasks containing an `items` array	7	7	stay	no	encounter-rule	Plan Section 0 and 6 keep 654 in the enumeration; it binds any PEP that receives `partial`, incl. one that never submits bulk (see 617). After 689 moves to 14, Section 7 defines `partial` with no stated path into it - second-reader question.	`partial`: : All items in a bulk task ({{access-request-response}}) reached terminal status, but with mixed outcomes (for example, some items approved while others denied). This status is only valid for tasks containing an `items` array. A PEP receiving `partial` MUST consult `task.items[].status` to determine per-item outcomes and MUST NOT infer aggregate access permission.
REQ-176	S3-004	Task Status Endpoint	657	keyword	Implementation	-	MAY define additional task status values beyond the seven defined	-	7	7	stay	yes	encounter-rule	Split-row with S3-020 (PEP half of 657); same unit, same dest 7 per the plan's 'the whole status enumeration stays'. Would otherwise be `stay`. Extension point also cited at 1017. | round 3: tag unified to unit level (core -> encounter-rule)	Implementations MAY define additional status values. A PEP that receives an unknown status value MUST treat the task as not approved.
REQ-177	S3-020	Task Status Endpoint	657	keyword	PEP	PEP receives a task status value it does not recognize	MUST treat the task as not approved	-	7	7	stay	yes	encounter-rule	Split-row twin of S3-004 (same unit, same dest). Named in plan Section 3 as a Part I encounter rule; restated as a conformance bullet at 1065. Consolidation with 1065 rejected: the conformance list deliberately restates defining rules.	Implementations MAY define additional status values. A PEP that receives an unknown status value MUST treat the task as not approved.
REQ-178	S3-037	Task Status Endpoint	659	keyword-free	Editor	-	Subsection heading carrying the anchor {#state-transitions}	-	7	7	stay	no	non-normative	Plan Section 7: the anchor goes on the Section 7 subsection holding the table. Cited at 630.	### State Transitions {#state-transitions}
REQ-179	S3-038	Task Status Endpoint	661	keyword-free	Definition	-	Base state machine: a task is created `pending` and transitions exactly once to a terminal state; terminal states do not transition further	-	7	7	stay	no	definition	Collision: the plan sends the terminal-state sentence to 7 and the narrative to 18, but both sentences are one unit; precedence rule 4 (a unit never splits) puts the whole paragraph in 7.	In the base state machine, a task is created in the `pending` state and transitions exactly once to one of the terminal states defined above. Terminal states do not transition further.
REQ-180	S3-039	Task Status Endpoint	663-678	keyword-free	Editor	-	ASCII-art diagram of the base state machine, including the bulk-only `partial` box	-	18	18	move	no	non-normative	Plan's 659 row names the diagram for 18. Section 7 then carries the table without the picture, and the `partial` box leaves with the diagram.	~~~ ascii-art (created) | v +-------------+ | pending | +------+------+ | +----------+----------+----+----+-----------+-----------+ | | | | | | v v v v v v +--------+ +------+ +-------+ +----------+ +--------+ +---------+ |approved| |denied| |expired| |cancelled | | failed | | partial | +--------+ +------+ +-------+ +----------+ +--------+ +---------+ (bulk only) ~~~
REQ-181	S3-040	Task Status Endpoint	680-683	keyword-free	Definition	-	Introduces the table of transitions defined from `pending` and its column headings	-	7	7	stay	no	definition	-	The following transitions are defined from `pending`: | To | Trigger | |---|---|
REQ-182	S3-041	Task Status Endpoint	684	keyword-free	Definition	-	Transition to `approved`: approval workflow completes successfully	-	7	7	stay	no	definition	-	| `approved` | Approval workflow completes successfully. |
REQ-183	S3-042	Task Status Endpoint	685	keyword-free	Definition	-	Transition to `denied`: approval workflow rejects the request	-	7	7	stay	no	definition	-	| `denied` | Approval workflow rejects the request. |
REQ-184	S3-043	Task Status Endpoint	686	keyword-free	Definition	-	Transition to `expired`: `task.expires_at` reached before a terminal state	-	7	7	stay	no	definition	-	| `expired` | `task.expires_at` is reached before the request reaches a terminal state. |
REQ-185	S3-044	Task Status Endpoint	687	keyword-free	Definition	-	Transition to `cancelled`: cancelled by requester, approver, administrator, or PEP via the cancellation endpoint	-	7	7	stay	no	definition	Restates 649 and 744; cross-referenced, not consolidated. Carries a {{cancellation}} citation from a Part I table into an optional Part II section.	| `cancelled` | The request is cancelled by the requester, approver, administrator, or PEP using the cancellation endpoint ({{cancellation}}). |
REQ-186	S3-045	Task Status Endpoint	688	keyword-free	Definition	-	Transition to `failed`: a system error prevents completion	-	7	7	stay	no	definition	-	| `failed` | A system error prevents the request from completing. |
REQ-187	S3-046	Task Status Endpoint	689	keyword-free	Definition	Bulk tasks only	Transition to `partial`: all items terminal with two or more distinct terminal statuses; see aggregation in {{access-request-response}}	-	14	7	stay	no	feature	Plan Section 4 sends 689 to 14; one row is physically lifted out of a table that otherwise stays in 7. Section 7 then defines `partial` at 654 with no stated path into it. | round 5 (A1 execution): a table is one unit; the partial transition row stays in the Section 7 table for A1 and moves to 14 in A2 (a lone row rendered as a headerless table and broke the build)	| `partial` | Bulk tasks only. All items in the `items` array reach terminal status, with two or more distinct terminal statuses present. See aggregation rules in {{access-request-response}}. |
REQ-188	S3-047	Task Status Endpoint	691	keyword-free	Definition	Task contains an `items` array	Each item independently follows the base state machine; aggregate `task.status` computed per {{access-request-response}}	-	14	14	move	no	feature	Plan Section 4: 'the `partial` transitions (689 to 691) go to 14'.	For tasks containing an `items` array, each item independently follows the same base state machine; the aggregate `task.status` is computed from per-item statuses according to the aggregation rule in {{access-request-response}}.
REQ-189	S3-005	Task Status Endpoint	693	keyword	Implementation	Implementation defines additional status values ({{task-status}})	SHOULD specify the transitions into and out of the new state and document them with the value definition	-	18	18	move	no	feature	Collision: the plan's 659 row names only the table and terminal-state sentence for 7 and only the narrative and diagram for 18; 693 is neither. Precedence rule 2 (Part I test) decided: binds only implementations that extend, so Part II -> 18. Second reader may prefer 7, beside 657.	Implementations that define additional status values ({{task-status}}) extend the state machine. Such extensions SHOULD specify the transitions into and out of the new state and document them alongside the value definition.
REQ-190	S3-048	Task Status Endpoint	695	keyword-free	Editor	-	Subsection heading carrying the anchor {#status-mapping}	-	C	C	move	no	non-normative	Plan Section 7 puts status-mapping on the Appendix C subsection while the SHOULD at 711 goes to 7; the normative SHOULD at 1845 would then cite a non-normative appendix that no longer holds the rule it names.	### Mapping Backend States {#status-mapping}
REQ-191	S3-049	Task Status Endpoint	697	keyword-free	Implementation	-	Non-normative: backend models are richer; implementations are expected to collapse them into the canonical statuses	-	C	C	move	no	non-normative	'are expected to' is an unmarked obligation; the normative form is the SHOULD at 711, which leaves for 7.	Access Request Services typically maintain richer task lifecycle state than the canonical statuses defined above. Common backend models include separate fields for open versus closed, processing versus waiting, escalation states, and auto-approval states. Implementations are expected to collapse such richer state into the canonical statuses for the purpose of the Task Status Endpoint.
REQ-192	S3-050	Task Status Endpoint	699	keyword-free	Editor	-	Introduces the illustrative backend-to-canonical mapping table as non-normative	-	C	C	move	no	non-normative	-	The following non-normative mapping illustrates one such collapse and may be used as a starting point:
REQ-193	S3-051	Task Status Endpoint	701-709	keyword-free	Definition	-	Illustrative mapping table from common backend states to the seven canonical statuses	-	C	C	move	no	non-normative	Row 709 is an aspect of the bulk feature but plan Section 4 keeps 695-709 whole in Appendix C; plan Section 6 withdrew 709 from consolidation.	| Backend state | Canonical status | |---|---| | Open, awaiting approval or processing | `pending` | | Closed, all required approval steps satisfied | `approved` | | Closed, an approval step rejected the request | `denied` | | Closed, time-bounded request elapsed before completion | `expired` | | Closed, requester or administrator stopped the request | `cancelled` | | Closed, system error prevented completion | `failed` | | Closed, items in a bulk task reached two or more distinct terminal statuses | `partial` |
